#SampleID,Treatment_study,Treatment,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__AF12,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231,k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__,k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales;f__Deferribacteraceae;g__Mucispirillum,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;Other;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus],k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__rc4-4,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;Other,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum,k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Sutterella,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio,k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__;g__,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia
C10P5E,4wk.p,p,0.000028,0.000252405,0.000308495,0.015621056,0.080797599,0.003589758,0.063493844,0.0612222,0.002692318,0.388002356,0.142861149,0.000532855,0.002608184,0.0005609,0.057015453,0.000028,0.043806265,0.000308495,0.00022436,0.001374204,0.020220434,0.003112993,0,0.000532855,0.0000561,0.0000561,0.003084948,0,0,0,0.004627422,0.005020052,0.005440727,0.000028,0.000140225,0.004290883,0,0.002243599,0.019407129,0.00033654,0.00039263,0.003729983,0.055837563
D01L1F,4wk.l,l,0.0000917,0.000275128,0.0000459,0.067177183,0.088912326,0.010088041,0.023431768,0.040994131,0.009262656,0.265728173,0.168241012,0.001971753,0.075155906,0.000183419,0.003530814,0.005548423,0.110051357,0.000458547,0.000366838,0.001375642,0.017333089,0.006969919,0.0000917,0.002797139,0.000275128,0.00174248,0.002109318,0.0000459,0,0.000137564,0.010500734,0.022927366,0.010913426,0.000137564,0.0000459,0.001971753,0.000458547,0.01705796,0.006419663,0.00513573,0.000687821,0.002201027,0.010179751
D01L5F,4wk.l,l,0.002455251,0.00047521,0.000158403,0.004593696,0.119356883,0.026611754,0.010850626,0.011642642,0.000316807,0.362822747,0.182797402,0.001980041,0.012276255,0.00047521,0.03461112,0.00095042,0.086171392,0.000237605,0.000158403,0.003643276,0.007286552,0.002296848,0,0.001029621,0.0000792,0.0000792,0.002138444,0,0.0000792,0.000158403,0.006652938,0.004672897,0.025186124,0.000158403,0.000158403,0.005544115,0,0.048709013,0.006494535,0,0.000792016,0.004197687,0.015048313
D02L1F,4wk.l,l,0.000197602,0,0.0000659,0.004610723,0.035370834,0.002964036,0.002964036,0.004610723,0.006652615,0.743577921,0.007508892,0.000592807,0.00704782,0.000131735,0.018903965,0.000131735,0.042286919,0.00026347,0.000131735,0.000395205,0.017257278,0.0000659,0,0.000658675,0.000131735,0.0000659,0.000922145,0,0,0,0.005467,0.008892109,0.002371229,0.0000659,0.00026347,0.034382822,0.0000659,0.00520353,0.032472665,0.001910157,0.000988012,0.002239494,0.002107759
D02L5F,4wk.l,l,0.020166756,0.002300078,0.000492874,0.02895634,0.052983941,0.020248901,0.008132419,0.043167536,0.0037787,0.176079188,0.00188935,0.001971495,0.089826262,0.000246437,0.012568284,0.001725059,0.189017127,0.000164291,0.001273257,0.002012568,0.04148355,0.007105598,0,0.004148355,0.000410728,0.000903602,0.006612724,0.000164291,0.0000821,0.000328583,0.016552347,0.028340247,0.023493654,0.000246437,0.0000411,0.053312523,0,0.083952848,0.012034337,0.000985748,0.027025917,0.005257321,0.012937939
D03L1G,4wk.l,l,0.000304891,0.00021778,0.0000436,0.026699769,0.11442136,0.00383292,0.036412736,0.006141382,0.016289908,0.345224095,0.04891328,0.000130668,0.062720502,0.000130668,0.004834705,0.000871118,0.209199007,0.000696894,0.000348447,0.001480901,0.025044645,0.0000871,0.000130668,0.002047127,0.00021778,0.000130668,0.005357376,0.0000436,0.0000871,0.000174224,0.010758308,0.017988588,0.01158587,0.0000871,0.000130668,0.00095823,0.000653339,0.013850777,0.008711181,0.004312034,0.001176009,0.002090683,0.003266693
D03L5G,4wk.l,l,0.010592086,0.003213329,0.000416543,0.008152336,0.046474264,0.009401964,0.00458197,0.022017257,0.00624814,0.39297828,0.167747694,0.0000595,0.004700982,0.001606665,0.055816721,0.00029753,0.054448081,0.000714073,0.000178518,0.002915799,0.01785183,0.000238024,0,0.001963701,0.003213329,0.000476049,0.004462957,0,0.0000595,0.0000595,0.005891104,0.00624814,0.004819994,0.000238024,0,0.011425171,0.000178518,0.013448378,0.018268373,0.000178518,0.00380839,0.002082713,0.106515918
D04L1G,4wk.l,l,0.000388954,0.001555815,0.000311163,0.040062233,0.200466744,0.015169195,0.031194088,0.02302606,0.012913263,0.229793855,0.002722676,0.00101128,0.014858032,0.0000778,0.03033839,0.0000778,0.148969273,0.000311163,0.002333722,0.001789187,0.062232594,0.0000778,0,0.00210035,0.000155581,0.0000778,0.004900817,0,0.000388954,0.000388954,0.029560482,0.036717231,0.02201478,0.0000778,0.000544535,0.000855698,0.000155581,0.030882925,0.028471412,0.002255932,0.003422793,0.005056398,0.009879424
D04L5G,4wk.l,l,0.000717081,0.000358541,0.0000598,0.003615286,0.027010069,0.00726045,0.006214706,0.009979384,0.000866473,0.500014939,0.121127013,0.0000896,0.007111058,0.0000598,0.006782396,0.000597568,0.122501419,0.00017927,0.000239027,0.001225014,0.037377872,0.000149392,0.0000896,0.008575099,0.031252801,0.000149392,0.01228002,0,0.0000598,0,0.006154949,0.008993397,0.005467746,0.000268906,0.0000299,0.001762825,0,0.005258598,0.008694613,0.001284771,0.000776838,0.003645164,0.047058472
D05L1H,4wk.l,l,0.000155682,0.0000259,0.000181629,0.006253243,0.034846912,0.004878049,0.008718215,0.006720291,0.009859886,0.544992216,0.004592631,0.000467047,0.046133887,0.000103788,0.004800208,0.0000778,0.068033212,0.000259471,0.000181629,0.001608718,0.013258952,0.001478983,0,0.001271406,0.000103788,0.000155682,0.001271406,0,0,0.0000519,0.003969901,0.005215361,0.003061754,0.0000519,0.000363259,0.005604567,0.000207577,0.00752465,0.022132849,0.002439024,0.000804359,0.004359107,0.179605605
D05L5H,4wk.l,l,0.000179905,0.000854547,0.000854547,0.023747414,0.055725466,0.006116758,0.012368445,0.029234506,0.009579923,0.20288747,0.002788522,0.000314833,0.064495817,0.000134928,0.016956013,0.00009,0.277412971,0.000449762,0.001079428,0.004002878,0.102860484,0.000539714,0.000045,0.005532068,0.000494738,0.001394261,0.009804803,0.000359809,0.00009,0.000045,0.01781056,0.025186651,0.01160385,0.000494738,0.000134928,0.02613115,0.000224881,0.002653594,0.01101916,0.001799047,0.01371773,0.00233876,0.033012503
D06L1H,4wk.l,l,0.000160514,0.0000321,0.000128411,0.012134831,0.071813804,0.011813804,0.015216693,0.021027287,0.003081862,0.417110754,0.00388443,0.000642055,0.031556982,0.0000642,0.00282504,0.00105939,0.100577849,0.000674157,0.000417335,0.000770465,0.009727127,0.0000642,0.0000963,0.005842697,0.0000963,0.000738363,0.00141252,0.0000321,0,0.000128411,0.01152488,0.007833066,0.028378812,0.000128411,0.000321027,0.008025682,0,0.043113965,0.027993579,0.007126806,0.003113965,0.005457464,0.140802568
D06L5H,4wk.l,l,0.000342955,0.000342955,0,0.019891398,0.13169477,0.016690483,0.019891398,0.035610174,0.000571592,0.45847385,0.004801372,0.000400114,0.003658188,0.000114318,0.031037439,0.0000572,0.033552444,0.000171478,0.000114318,0.001829094,0.005430123,0.000171478,0.0000572,0.001257502,0.000171478,0.0000572,0.000743069,0,0.0000572,0.0000572,0.010631609,0.002972278,0.036696199,0.000114318,0.000114318,0.010460131,0.000114318,0.053786796,0.011889111,0.000228637,0.000228637,0.004001143,0.097970849
D07L1I,4wk.l,l,0.000662092,0.000541712,0.000240761,0.022691706,0.055013844,0.004875406,0.007343205,0.006380161,0.003370651,0.562116287,0.160105935,0.0000602,0.004032743,0.00012038,0.032562899,0.000421331,0.034368605,0.000782473,0.0000602,0.001625135,0.006861683,0.00012038,0,0.000300951,0.0000602,0,0.000842663,0,0.000180571,0,0.005296738,0.003250271,0.009209101,0.000300951,0.000481522,0.009630432,0.000421331,0.022872276,0.018658962,0.00012038,0.00012038,0.01197785,0.00589864
D07L5I,4wk.l,l,0.002072968,0.000921319,0.0000921,0.00764695,0.077989681,0.006403169,0.074028008,0.048092869,0.012898471,0.355951723,0.059194767,0.004836926,0.016952276,0.00023033,0.009305325,0.0000461,0.176202322,0.000184264,0.0000921,0.000552792,0.019025244,0.001520177,0.0000461,0.004606597,0.000276396,0.000138198,0.001335913,0,0,0.000138198,0.007002027,0.012529943,0.015846692,0.000138198,0.000138198,0.022065598,0.000138198,0.004560531,0.016998342,0.001335913,0.001704441,0.002487562,0.030864198
D08L1I,4wk.l,l,0.000279393,0.000177796,0.000126997,0.031876254,0.062507937,0.004444896,0.012547306,0.007569023,0.00383531,0.397729293,0.021132306,0.000177796,0.052652968,0.000355592,0.025424805,0.0000762,0.264915801,0.000152396,0.000558787,0.00083818,0.021945086,0.000152396,0.0000508,0.001955754,0.000304793,0.0000508,0.002184349,0.0000508,0,0.0000254,0.007213431,0.018211374,0.003784511,0.000101598,0.000228595,0.006375251,0.000304793,0.019532143,0.016128623,0.003200325,0.000914379,0.001396967,0.005460872
D08L5I,4wk.l,l,0.00079639,0.000379233,0.000189617,0.023550381,0.07963897,0.016079487,0.021540445,0.037619932,0.018582426,0.123933407,0.019037506,0.009556676,0.144639539,0.00011377,0.005991884,0.0000379,0.320072813,0.00045508,0.00125147,0.002920096,0.038340476,0.000606773,0.0000379,0.002882172,0.000379233,0.000417157,0.001744473,0.000189617,0.0000379,0.0000379,0.012780159,0.027987409,0.008077667,0.00011377,0.0000379,0.00766051,0.00011377,0.016420797,0.004512875,0.000872236,0.004930031,0.003981949,0.00777428
D09L1J,4wk.l,l,0.000484643,0.0000606,0.000242321,0.072817593,0.040528261,0.001938572,0.042890895,0.015932635,0.009814018,0.404676804,0.105955049,0.002180893,0.073120494,0.000302902,0.009450536,0.001938572,0.100866299,0.000181741,0.000848125,0.000484643,0.021263706,0.000181741,0.0000606,0.003937723,0.000242321,0.000545223,0.000969286,0.0000606,0.0000606,0.0000606,0.016356697,0.020718483,0.009814018,0.000302902,0,0.001514509,0.0000606,0.004119464,0.006966741,0.004907009,0.000666384,0.003513661,0.010843884
D09L5J,4wk.l,l,0.002400713,0.000685918,0.000205775,0.020028809,0.044927636,0.012620893,0.014678647,0.024350093,0.003635366,0.455312436,0.116194526,0.000342959,0.005075794,0.000548734,0.044859044,0.001646203,0.062555731,0.000342959,0.000274367,0.001783387,0.011592016,0.00150902,0.000274367,0.005898896,0.007133548,0.0000686,0.002469305,0,0.000137184,0,0.004527059,0.006790589,0.002606489,0.000205775,0.0000686,0.021469237,0,0.003566774,0.02085191,0.000480143,0.000891694,0.005212978,0.087934701
D10L1J,4wk.l,l,0.001331853,0.000074,0.000369959,0.009396966,0.041583426,0.002737699,0.022789493,0.005845357,0.005623381,0.444321125,0.19918609,0.000147984,0.033888272,0.000221976,0.009027007,0.000147984,0.090344062,0.000147984,0.000074,0.000887902,0.03499815,0.000074,0,0.003477617,0.000443951,0.000591935,0.002885683,0.000074,0.000147984,0,0.007843137,0.009322974,0.012948576,0.000147984,0.000074,0.002959674,0,0.021309656,0.0127266,0.003403626,0.001257862,0.006067333,0.005845357
D10L5J,4wk.l,l,0.005956214,0.000418545,0.00022537,0.029137154,0.121571153,0.012685126,0.007598197,0.099484868,0.00235029,0.434481648,0.004346426,0.00022537,0.003122988,0.00083709,0.124275596,0.0000322,0.029330328,0.00022537,0.000128783,0.000193175,0.005795235,0.000450741,0,0.000354153,0.000418545,0,0.000869285,0.0000322,0,0,0.003219575,0.002994205,0.001223439,0.0000322,0,0.01181584,0,0.006052801,0.016484224,0.00022537,0.000708307,0.001159047,0.066097875
E01P2A,4wk.p,p,0.000664207,0.001107011,0.000221402,0.092915129,0.134907749,0.012250923,0.031291513,0.099557196,0.002214022,0.313431734,0.006863469,0.002066421,0.009667897,0.000442804,0.027232472,0.000590406,0.124575646,0.000664207,0.000221402,0.001549815,0.018228782,0,0,0.003837638,0.000369004,0.000442804,0.004575646,0,0,0.0000738,0.007675277,0.013357934,0.019409594,0.000221402,0.000147601,0.001845018,0.001254613,0.038228782,0.012250923,0.000811808,0.000147601,0.004797048,0.004575646
E02P2A,4wk.p,p,0.000220751,0.001692421,0.000257542,0.023767476,0.068579838,0.004083885,0.006659308,0.007358352,0.00272259,0.542273731,0.040912436,0.000551876,0.00334805,0.000220751,0.020014717,0.0000368,0.09915379,0.000147167,0.000147167,0.00209713,0.007505519,0.000147167,0.0000368,0.000367918,0.0000368,0.0000368,0.000956586,0,0.0000736,0,0.003053716,0.002428256,0.007100809,0.000110375,0.0000368,0.004966887,0.0000368,0.082781457,0.010338484,0.0000736,0.000367918,0.01254599,0.031199411
E03P2B,4wk.p,p,0.0000679,0.000882133,0.000135713,0.010619529,0.046651286,0.003528534,0.009364185,0.007973129,0.001832123,0.508346339,0.004410667,0.00189998,0.002714257,0.0000339,0.015064124,0.001051774,0.048754835,0.000135713,0.000169641,0.0013232,0.005157088,0.00037321,0,0.001730339,0.000101785,0.0000679,0.001221415,0.0000339,0,0,0.003121395,0.004376739,0.001866051,0.000135713,0.0000679,0.00169641,0.0000339,0.008583837,0.013706996,0.001017846,0.00037321,0.000644636,0.285573726
E04P2B,4wk.p,p,0.0000705,0.001691153,0.000246627,0.053623648,0.143501392,0.010252616,0.007786351,0.070676109,0.002748124,0.280343868,0.151041116,0.00133883,0.002184406,0.000634182,0.095867244,0.000458021,0.051016454,0.000140929,0.000352324,0.000880809,0.007257866,0.001233133,0,0.000704647,0.000211394,0.0000352,0.001550224,0.0000352,0.0000705,0.000176162,0.007116936,0.005707642,0.01000599,0.000246627,0.0000705,0.002325336,0.000140929,0.043617658,0.017440017,0.000704647,0.000704647,0.00373463,0.018391291
E05P2C,4wk.p,p,0.000238815,0.001711511,0.000477631,0.016796688,0.08270976,0.008199331,0.015761821,0.023642732,0.009552619,0.291394682,0.17716128,0.000318421,0.066231492,0.000995064,0.002388155,0.000557236,0.091068301,0.000875657,0.000358223,0.001830919,0.017194714,0.0000398,0,0.004139468,0.000199013,0.0000398,0.001990129,0,0.000119408,0,0.012458207,0.008995383,0.027702595,0.00015921,0.000119408,0.019781882,0,0.041752906,0.01651807,0.002587168,0.003980258,0.001631906,0.044101258
E06P2C,4wk.p,p,0.0000398,0.001672507,0.0000796,0.008880217,0.042967506,0.003424658,0.008362536,0.012782733,0.006610385,0.704364447,0.062838484,0.000199108,0.003544122,0.000637146,0.029428162,0.0000796,0.026600828,0.000398216,0.0000796,0.000876075,0.003862695,0.0000398,0,0.000358394,0.0000796,0.000119465,0.000438038,0,0.0000796,0,0.002668047,0.002070723,0.001075183,0,0.000278751,0.011030583,0.0000398,0.001433578,0.045436445,0.00023893,0.00023893,0.002150366,0.008840395
E07P2D,4wk.p,p,0.000246997,0.000617494,0.000246997,0.03760536,0.063910587,0.007656921,0.005897064,0.022507641,0.007533422,0.321034919,0.201580784,0.004600327,0.006854179,0,0.005650066,0.002006854,0.102318688,0.000216123,0.001234987,0.000555744,0.025317237,0.002963969,0.0000926,0.001111488,0.000617494,0.000154373,0.002500849,0,0.0000617,0.000154373,0.010651764,0.018957053,0.007070302,0.0000617,0.0000309,0.001080614,0.0000617,0.013368736,0.012689493,0.006391059,0.001821606,0.002222977,0.081231282
E08P2D,4wk.p,p,0.000343918,0.003439184,0.000573197,0.07422905,0.092800642,0.015304368,0.014387252,0.035767511,0.006993007,0.365929153,0.100710765,0.00217815,0.002464748,0.001719592,0.076693798,0.000171959,0.034793076,0.000401238,0.000630517,0.002636708,0.00641981,0.000573197,0,0.000515878,0.000171959,0.000114639,0.001146395,0,0.000114639,0.000114639,0.008884558,0.005158776,0.010890749,0.000286599,0.0000573,0.004814857,0.001203714,0.022068096,0.021838817,0.000515878,0.001031755,0.003611143,0.070560587
E09P2E,4wk.p,p,0,0.000148848,0.000148848,0.025415845,0.048598966,0.004465449,0.016150039,0.013954527,0.001525695,0.378558404,0.315893276,0.000409333,0.00628884,0.0000372,0.008782049,0.00126521,0.101812228,0.000223272,0.000967514,0.000595393,0.009489078,0.001116362,0.0000744,0.000707029,0.000148848,0.00018606,0.002307148,0,0.0000372,0.000111636,0.005767871,0.007070294,0.005358538,0.000111636,0.0000744,0.004353812,0,0.007926171,0.012019499,0.001339635,0.000520969,0.002009452,0.007330778
E10P2E,4wk.p,p,0.000200696,0.000133797,0.00046829,0.027762911,0.045357238,0.010302382,0.045089644,0.038801177,0.003612523,0.457184908,0.182967621,0.000267594,0.004415306,0.000200696,0.021073053,0.001003479,0.076933369,0.000401391,0.000802783,0.001070377,0.014115601,0.001003479,0.0000669,0.001806262,0.000602087,0.000535189,0.001739363,0,0.0000669,0.000133797,0.006823655,0.007894033,0.003077335,0,0.000200696,0.00280974,0,0.003679422,0.022277228,0.00140487,0.000334493,0.001739363,0.00662296
F01L2F,4wk.l,l,0.004455198,0.0011138,0.000230441,0.03203134,0.110419787,0.008027038,0.007988632,0.047816569,0.006298729,0.418404578,0.178592004,0.000192034,0.003034144,0.0000384,0.003763874,0.001497868,0.082497984,0.000230441,0.0000384,0.001382648,0.00764297,0.000960172,0,0.001152206,0.000230441,0.0000768,0.001574682,0,0,0.000115221,0.005645812,0.005108115,0.009294466,0.0000384,0.0000384,0.005031302,0.000268848,0.005184929,0.013442409,0.000691324,0.000384069,0.000998579,0.030571878
F02L2F,4wk.l,l,0.022729675,0.001374352,0.000317158,0.001726751,0.071677767,0.006166966,0.005180252,0.054304542,0.007823237,0.228353949,0.001726751,0.000563837,0.126193748,0.0000352,0.045459351,0.0000352,0.06209254,0.000140959,0.000458117,0.000775276,0.01275681,0.004510695,0,0.000740036,0.000105719,0,0.001691511,0.0000705,0,0,0.00916235,0.011241498,0.006519364,0.000176199,0,0.213412271,0,0.046763224,0.02188392,0.000740036,0.00542693,0.007012722,0.017796102
F03L2G,4wk.l,l,0.024910873,0.001069519,0.000311943,0.011319073,0.016221034,0.001916221,0.004857398,0.006907308,0.006684492,0.563458111,0.119073084,0.000178253,0.004634581,0.00013369,0.028520499,0.000668449,0.049688057,0.000222816,0.00026738,0.0000891,0.009982175,0.000222816,0.0000446,0.001782531,0.000222816,0.0000446,0.003342246,0,0.0000446,0.0000446,0.004946524,0.007085561,0.003297683,0,0.0000891,0.013502674,0.0000446,0.002495544,0.01671123,0.000846702,0.002094474,0.002406417,0.084180036
F04L2G,4wk.l,l,0.010686594,0.00116508,0.000281226,0.005343297,0.069302157,0.003214013,0.020328633,0.009280463,0.001607007,0.4110321,0.145755494,0.000160701,0.002651561,0.000160701,0.054959624,0.000602627,0.043188301,0.000642803,0.000281226,0.000602627,0.010365192,0.000120525,0,0.000924029,0.0000804,0.000241051,0.000763328,0,0,0,0.013739906,0.004298743,0.015708489,0.0000804,0,0.024788076,0.0000804,0.006387851,0.017757422,0.000602627,0.000361576,0.00357559,0.114378691
F05L2H,4wk.l,l,0.000194426,0.000518471,0.000129618,0.020025924,0.067141931,0.009073234,0.015230071,0.024238496,0.00602722,0.348930655,0.003434867,0.000388853,0.137848347,0.0000648,0.005314323,0.001425794,0.16286455,0.000259235,0.000518471,0.00162022,0.100712897,0.000194426,0,0.001814647,0.000259235,0.001814647,0.003499676,0.000129618,0,0.000194426,0.018729747,0.009656513,0.007582631,0.000129618,0.0000648,0.003888529,0.0000648,0.002009073,0.006156837,0.002268308,0.001814647,0.002657161,0.008684381
F06L2H,4wk.l,l,0.007098492,0.000702455,0.000110914,0.011054422,0.087880804,0.012089618,0.034013605,0.083074534,0.01016711,0.368271222,0.002514049,0.000110914,0.017894114,0.000110914,0.017339545,0.003253475,0.127698906,0.000517598,0.000332742,0.001035197,0.044069802,0.001515824,0.000184857,0.001515824,0.000147885,0.000443656,0.003364389,0.000147885,0,0.000110914,0.015343094,0.01382727,0.010499852,0.000443656,0.000110914,0.016526176,0,0.005323869,0.011608991,0.004991127,0.002329193,0.003475303,0.072278912
F07L2I,4wk.l,l,0.001049935,0.000671958,0.000084,0.007811516,0.031120071,0.002981815,0.016588971,0.011717274,0.002813826,0.446348326,0.124018311,0.001637898,0.074377389,0.000084,0.021502667,0.002729831,0.057956407,0.000084,0.000084,0.000797951,0.015833018,0.000293982,0.000042,0.002015875,0.000125992,0.00016799,0.00096594,0.000042,0.000042,0.000125992,0.007013565,0.008315484,0.006425602,0.000084,0.000125992,0.018856831,0.000125992,0.003275797,0.01709294,0.003947755,0.001091932,0.014573096,0.089748436
F08L2I,4wk.l,l,0.003852659,0.000610787,0.000140951,0.015269686,0.023773727,0.002912986,0.015175719,0.00887991,0.004933283,0.454003007,0.017289983,0.000281902,0.090067656,0.000187935,0.028894945,0.000094,0.13568878,0.000047,0.000328886,0.001456493,0.021565495,0,0.000047,0.001785379,0.000657771,0.000140951,0.00192633,0,0,0.000094,0.006577711,0.00798722,0.003288855,0.000047,0.000094,0.021894381,0.000094,0.00399361,0.017994738,0.004087578,0.001503477,0.002678068,0.096128547
F09L2J,4wk.l,l,0.005991816,0.0000974,0.0000487,0.013445051,0.042137568,0.002679267,0.019924006,0.012227202,0.013639906,0.50233827,0.114380359,0.000194856,0.00443297,0.000146142,0.013006625,0.001558846,0.118180047,0.000340998,0.00024357,0.000779423,0.027572097,0.0000974,0.0000487,0.0020947,0.001753702,0.000730709,0.002484412,0.0000487,0,0.000194856,0.009645362,0.012763055,0.0041894,0.0000974,0.0000974,0.006381528,0.0000487,0.002581839,0.014516758,0.002922837,0.000633281,0.002825409,0.037704599
F10L2J,4wk.l,l,0.011010266,0.000793533,0.000347171,0.059713336,0.045925706,0.007885731,0.022714874,0.021474979,0.006745028,0.334870803,0.193473193,0.000545554,0.005604325,0.000247979,0.058126271,0.000247979,0.075336012,0.000247979,0.000247979,0.000644745,0.015771463,0,0,0.00436443,0.000198383,0.000198383,0.001686257,0,0.0000496,0.0000992,0.007984923,0.007984923,0.00530675,0.000198383,0.000198383,0.012944502,0.0000992,0.027128899,0.017358528,0.001835044,0.001587065,0.003818876,0.038635124
G01P3A,4wk.p,p,0.000221347,0.000619771,0.0000443,0.090088096,0.119173049,0.006861747,0.019478507,0.027624065,0.004825357,0.343485767,0.004692549,0.000619771,0.057417327,0.000265616,0.018017619,0.0000443,0.148169463,0.0000885,0.000531232,0.00132808,0.029704724,0.000132808,0.0000443,0.00464828,0.000619771,0.000221347,0.005002435,0,0,0.0000443,0.012218336,0.024038249,0.016335384,0.0000885,0.0000885,0.000796848,0.000177077,0.027092833,0.009163752,0.002567621,0.001195272,0.005090973,0.011244411
G02P3A,4wk.p,p,0.004037468,0.001534238,0.000242248,0.022407946,0.065326227,0.003633721,0.003552972,0.008882429,0.001695736,0.354247416,0.004077842,0.000282623,0.170098514,0.000282623,0.016795866,0.000201873,0.110626615,0.000201873,0.000363372,0.000726744,0.039688307,0.000201873,0,0.002139858,0.000121124,0.000807494,0.002785853,0,0,0.0000404,0.012031654,0.025234173,0.011426034,0.000121124,0.000121124,0.005692829,0.000201873,0.03254199,0.008236434,0.001736111,0.002220607,0.013364018,0.06690084
G03P3B,4wk.p,p,0.000098,0.001421081,0.000294017,0.030773754,0.113539472,0.006762385,0.00911452,0.016611947,0.008379478,0.411770471,0.003871221,0.00210712,0.010290587,0.000294017,0.221443622,0.000784045,0.052923017,0.000245014,0.000588034,0.000784045,0.011025628,0.001372078,0,0.00034302,0.000294017,0.000490028,0.00245014,0.000098,0.000392022,0.000049,0.006958397,0.005292302,0.001960112,0.000098,0.000245014,0.008477483,0,0.031165776,0.00788945,0.000931053,0.001960112,0.002303131,0.015974911
